tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
181.00;8382302#0_0;79.20;7.41;88.00;0.88;-8382445#1_0;5.10;0.00;tripinfo_96;93.00;96;0;650.94;0.94;0.00;9.51;DEFAULT_VEHTYPE;;0;0.00
185.00;4730634#0_0;128.10;6.82;17.00;0.20;610739513#1_0;5.10;0.00;tripinfo_15;168.00;15;0;1075.01;0.87;0.00;16.95;DEFAULT_VEHTYPE;;0;0.00
188.00;307372337#0_0;29.89;7.31;17.00;0.76;14118785#1_0;5.10;0.00;tripinfo_17;171.00;17;1;1034.14;0.90;0.00;32.48;DEFAULT_VEHTYPE;;2;8.00
192.00;-4426076#0_0;30.91;7.85;15.00;0.08;1287393211#3_0;5.10;0.00;tripinfo_11;177.00;11;0;1199.05;1.01;0.00;38.08;DEFAULT_VEHTYPE;;2;13.00
193.00;-95742119#1_0;3.64;4.85;115.00;0.88;40151775_0;5.10;0.00;tripinfo_146;78.00;146;0;538.11;0.98;0.00;16.88;DEFAULT_VEHTYPE;;1;2.00
197.00;8382385_0;19.45;8.16;28.00;0.28;-96018881#4_0;5.10;0.00;tripinfo_26;169.00;26;0;1227.12;1.01;0.00;49.89;DEFAULT_VEHTYPE;;2;29.00
201.00;290172305#0_0;50.40;6.55;58.00;0.80;47426244#2_0;5.10;0.00;tripinfo_60;143.00;60;0;983.60;0.94;0.00;15.66;DEFAULT_VEHTYPE;;0;0.00
202.00;-13764245#1_0;218.00;8.97;10.00;0.00;40151780#0_0;5.10;0.00;tripinfo_0;192.00;0;0;1808.00;1.12;0.00;29.54;DEFAULT_VEHTYPE;;1;8.00
205.00;628782530_0;3.16;4.33;142.00;0.92;1174387992_0;3.66;0.00;tripinfo_189;63.00;189;0;698.83;1.08;0.00;14.41;DEFAULT_VEHTYPE;;0;0.00
208.00;781742860#4_0;32.44;8.90;115.00;0.96;510702675#0_0;5.10;0.00;tripinfo_157;93.00;157;0;529.85;1.16;0.00;37.49;DEFAULT_VEHTYPE;;1;28.00
209.00;4730633#0_0;63.51;7.82;26.00;0.84;-4760584#1_0;5.10;0.00;tripinfo_28;183.00;28;0;1294.36;0.94;0.00;17.77;DEFAULT_VEHTYPE;;0;0.00
211.00;14108392_0;0.20;14.52;29.00;0.12;-4730648#4_0;5.10;0.00;tripinfo_29;182.00;29;0;1860.86;1.11;0.00;37.61;DEFAULT_VEHTYPE;;1;9.00
215.00;-4426075#1_0;235.07;8.40;43.00;0.52;36801001#1_0;5.10;0.00;tripinfo_59;172.00;59;0;1687.35;1.08;0.00;15.80;DEFAULT_VEHTYPE;;0;0.00
216.00;-8382302#1_0;190.32;8.13;156.00;0.36;220267247#2_0;3.57;0.00;tripinfo_212;60.00;212;0;465.98;1.08;0.00;7.13;DEFAULT_VEHTYPE;;0;0.00
220.00;117055114_0;44.95;7.77;92.00;0.72;4392761#0_0;5.10;0.00;tripinfo_124;128.00;124;0;1215.88;1.08;0.00;14.12;DEFAULT_VEHTYPE;;0;0.00
223.00;4426076#1_0;56.03;7.40;189.00;1.16;1263955158#1_0;5.10;0.00;tripinfo_247;34.00;247;0;234.61;1.03;0.00;5.67;DEFAULT_VEHTYPE;;0;0.00
224.00;302657565#0_0;212.13;7.53;57.00;0.60;198077804#4_0;5.10;0.00;tripinfo_70;167.00;70;0;1470.31;1.00;0.00;17.89;DEFAULT_VEHTYPE;;0;0.00
226.00;150276015#0_0;157.00;8.19;44.00;0.84;-31411842#1_0;5.10;0.00;tripinfo_53;182.00;53;0;1314.71;1.04;0.00;18.28;DEFAULT_VEHTYPE;;0;0.00
227.00;-654207127#8_0;14.24;2.21;75.00;0.56;220267105#0_0;5.10;0.00;tripinfo_102;152.00;102;0;578.41;1.04;0.00;30.72;DEFAULT_VEHTYPE;;0;0.00
228.00;8382393#0_0;78.47;8.21;100.00;0.08;413722453#0_0;5.10;0.00;tripinfo_136;128.00;136;0;1126.52;1.03;0.00;26.93;DEFAULT_VEHTYPE;;1;9.00
229.00;117055115_0;0.20;6.34;155.00;0.20;4726706#6_0;5.10;0.00;tripinfo_190;74.00;190;0;504.58;0.93;0.00;7.88;DEFAULT_VEHTYPE;;0;0.00
234.00;-36786445#2_0;6.57;9.25;114.00;0.92;1041085657#0_0;5.10;0.00;tripinfo_139;120.00;139;1;868.91;1.13;0.00;27.83;DEFAULT_VEHTYPE;;1;11.00
235.00;-17670100#4_0;87.81;7.25;62.00;0.20;1167764376_0;5.10;0.00;tripinfo_65;173.00;65;0;1256.31;0.98;0.00;18.58;DEFAULT_VEHTYPE;;0;0.00
237.00;14471542#9_0;68.00;7.72;144.00;0.72;403882374_0;0.20;0.00;tripinfo_174;93.00;174;0;509.20;0.97;0.00;30.81;DEFAULT_VEHTYPE;;1;17.00
239.00;399914536#0_0;56.06;8.35;48.00;0.60;-305670610_0;4.18;0.00;tripinfo_45;191.00;45;0;1674.87;1.05;0.00;32.80;DEFAULT_VEHTYPE;;1;10.00
240.00;4318242#0_0;79.80;7.51;69.00;0.24;-8382282#1_0;5.10;0.00;tripinfo_83;171.00;83;0;1290.92;1.02;0.00;18.09;DEFAULT_VEHTYPE;;0;0.00
241.00;-8140197#2_0;78.81;5.43;28.00;0.16;-220267247#5_0;5.10;0.00;tripinfo_22;213.00;22;0;1237.96;0.79;0.00;22.77;DEFAULT_VEHTYPE;;0;0.00
243.00;1083809476#0_0;72.33;6.17;35.00;0.44;-29023870#1_0;5.10;0.00;tripinfo_23;208.00;23;0;1936.56;0.83;0.00;17.98;DEFAULT_VEHTYPE;;0;0.00
244.00;1198625656_0;56.87;8.19;73.00;0.72;-628762074#2_0;5.10;0.00;tripinfo_74;171.00;74;0;1127.34;1.12;0.00;49.01;DEFAULT_VEHTYPE;;2;31.00
244.00;1041085657#0_0;121.90;10.07;148.00;0.84;8384928_0;5.10;0.00;tripinfo_178;96.00;178;0;718.69;1.23;0.00;23.71;DEFAULT_VEHTYPE;;1;7.00
245.00;8384893#0_0;79.02;8.28;50.00;0.12;175206104_0;5.10;0.00;tripinfo_54;195.00;54;0;1471.40;1.12;0.00;36.02;DEFAULT_VEHTYPE;;1;4.00
248.00;36801004#0_0;94.58;15.64;22.00;0.56;40493418_0;5.10;0.00;tripinfo_27;226.00;27;1;1606.33;1.14;0.00;36.80;DEFAULT_VEHTYPE;;2;5.00
248.00;-510702675#4_0;98.24;8.31;137.00;1.56;856293285#0_0;5.10;0.00;tripinfo_177;111.00;177;0;643.27;1.14;0.00;46.45;DEFAULT_VEHTYPE;;2;19.00
249.00;-239757874#3_0;8.75;7.41;12.00;0.84;8140188#3_0;5.10;0.00;tripinfo_3;237.00;3;0;1771.67;0.99;0.00;21.10;DEFAULT_VEHTYPE;;0;0.00
251.00;40487883#0_0;75.23;6.61;46.00;0.56;-96018881#4_0;5.10;0.00;tripinfo_52;205.00;52;0;1996.74;0.92;0.00;22.23;DEFAULT_VEHTYPE;;0;0.00
252.00;-13764389_0;0.72;3.19;182.00;0.00;396926516#0_0;4.69;0.00;tripinfo_250;70.00;250;0;415.75;1.06;0.00;21.84;DEFAULT_VEHTYPE;;1;4.00
253.00;4726684#0_0;33.91;7.95;110.00;0.96;628781006#1_0;5.10;0.00;tripinfo_132;143.00;132;0;1164.69;1.10;0.00;19.65;DEFAULT_VEHTYPE;;0;0.00
254.00;150275986#5_0;48.71;8.94;42.00;0.88;5450860#1_0;5.10;0.00;tripinfo_46;212.00;46;0;1619.70;1.11;0.00;35.06;DEFAULT_VEHTYPE;;1;9.00
254.00;124862963#0_0;89.92;14.69;149.00;0.12;400961599#0_0;5.10;0.00;tripinfo_204;105.00;204;0;756.34;1.08;0.00;39.07;DEFAULT_VEHTYPE;;3;16.00
254.00;-1156329250_0;1.26;7.37;174.00;0.20;14471542#12_0;5.10;0.00;tripinfo_240;80.00;240;0;829.06;1.00;0.00;8.37;DEFAULT_VEHTYPE;;0;0.00
255.00;150275991#0_0;27.02;8.64;172.00;0.20;-30324793_0;5.10;0.00;tripinfo_215;83.00;215;0;593.73;1.17;0.00;21.25;DEFAULT_VEHTYPE;;1;10.00
256.00;150275988#0_0;78.05;8.02;83.00;0.68;175206107#0_0;5.10;0.00;tripinfo_106;173.00;106;0;1234.83;1.00;0.00;23.78;DEFAULT_VEHTYPE;;1;4.00
257.00;124862963#0_0;89.92;13.49;21.00;0.36;8384905#0_0;5.10;0.00;tripinfo_12;236.00;12;0;1967.79;1.03;0.00;22.69;DEFAULT_VEHTYPE;;0;0.00
261.00;-654207127#5_0;19.07;2.40;106.00;0.84;-220267106#1_0;5.10;0.00;tripinfo_128;155.00;128;0;458.07;0.90;0.00;33.52;DEFAULT_VEHTYPE;;0;0.00
262.00;4392761#0_0;24.31;13.26;81.00;0.20;4726737_0;5.10;0.00;tripinfo_90;181.00;90;0;1481.12;1.02;0.00;23.88;DEFAULT_VEHTYPE;;1;2.00
265.00;403882374_1;0.20;7.64;40.00;0.40;95742114_0;5.10;0.00;tripinfo_30;225.00;30;0;3014.00;1.15;0.00;30.67;DEFAULT_VEHTYPE;;1;9.00
269.00;-290172304_0;100.09;6.66;24.00;0.64;-244422544#1_0;5.10;0.00;tripinfo_13;245.00;13;1;1754.68;0.96;0.00;26.47;DEFAULT_VEHTYPE;;0;0.00
269.00;150276015#0_0;157.00;7.37;148.00;0.12;-30324793_0;5.10;0.00;tripinfo_179;121.00;179;0;844.45;0.99;0.00;17.78;DEFAULT_VEHTYPE;;1;3.00
271.00;628755546#0_0;7.86;8.15;22.00;0.68;-1267194155#2_0;5.10;0.00;tripinfo_6;249.00;6;1;2773.49;1.00;0.00;29.12;DEFAULT_VEHTYPE;;1;4.00
272.00;8382328#0_0;261.65;8.00;55.00;0.64;-121794825#2_0;5.10;0.00;tripinfo_63;217.00;63;0;1228.75;1.04;0.00;31.98;DEFAULT_VEHTYPE;;1;1.00
273.00;14471542#4_0;27.51;8.89;30.00;0.36;40598675#0_0;5.10;0.00;tripinfo_37;243.00;37;0;2803.86;1.08;0.00;21.82;DEFAULT_VEHTYPE;;0;0.00
275.00;1156337042_0;36.83;8.59;142.00;0.76;150275971_0;5.10;0.00;tripinfo_192;133.00;192;0;1103.48;1.16;0.00;17.44;DEFAULT_VEHTYPE;;0;0.00
278.00;31431101#0_0;119.21;8.55;69.00;0.80;8382365#0_0;5.10;0.00;tripinfo_85;209.00;85;0;1620.21;1.04;0.00;19.93;DEFAULT_VEHTYPE;;0;0.00
278.00;121794827_0;64.57;1.63;186.00;0.40;-654207127#8_0;5.10;0.00;tripinfo_255;92.00;255;0;173.72;0.90;0.00;22.17;DEFAULT_VEHTYPE;;0;0.00
279.00;-290174549#0_0;118.03;7.65;75.00;0.48;939752205#2_0;5.10;0.00;tripinfo_91;204.00;91;0;1499.06;1.00;0.00;62.78;DEFAULT_VEHTYPE;;1;44.00
280.00;31431544#4_0;16.75;7.03;28.00;0.32;65583365#0_0;5.10;0.00;tripinfo_19;252.00;19;0;1806.72;0.97;0.00;27.03;DEFAULT_VEHTYPE;;0;0.00
284.00;687383599#0_1;12.56;11.12;120.00;0.92;606127854#0_0;5.10;0.00;tripinfo_164;164.00;164;1;1133.26;0.88;0.00;27.84;DEFAULT_VEHTYPE;;1;8.00
284.00;31519076#2_0;1.50;4.76;206.00;0.96;4730647#3_0;5.10;0.00;tripinfo_257;78.00;257;1;538.45;1.06;0.00;10.56;DEFAULT_VEHTYPE;;0;0.00
285.00;65583364_0;49.29;8.65;78.00;0.16;16233735#0_0;5.10;0.00;tripinfo_97;207.00;97;0;1417.13;1.04;0.00;38.44;DEFAULT_VEHTYPE;;1;14.00
288.00;220267104#0_0;40.87;7.52;56.00;0.76;-237344387_0;5.10;0.00;tripinfo_67;232.00;67;0;1615.40;1.01;0.00;27.98;DEFAULT_VEHTYPE;;1;3.00
289.00;1083809476#0_0;72.33;7.20;72.00;0.60;150275991#0_0;5.10;0.00;tripinfo_95;217.00;95;0;1566.54;0.94;0.00;22.59;DEFAULT_VEHTYPE;;0;0.00
289.00;17670100#2_0;87.92;8.27;189.00;0.84;-40493501#3_0;5.10;0.00;tripinfo_253;100.00;253;0;763.35;1.07;0.00;11.63;DEFAULT_VEHTYPE;;0;0.00
290.00;31445160#1_0;115.52;7.61;151.00;0.44;150276013#0_0;5.10;0.00;tripinfo_198;139.00;198;0;965.82;1.02;0.00;22.99;DEFAULT_VEHTYPE;;2;4.00
291.00;107118812_0;114.11;7.63;184.00;0.12;400062404_0;3.59;0.00;tripinfo_229;107.00;229;0;724.05;1.04;0.00;11.76;DEFAULT_VEHTYPE;;0;0.00
292.00;-8382393#3_0;101.67;7.70;83.00;0.04;65583365#0_0;5.10;0.00;tripinfo_93;209.00;93;0;1426.92;0.96;0.00;33.50;DEFAULT_VEHTYPE;;1;8.00
293.00;1053478469#1_0;29.35;7.00;42.00;0.52;1193930026_0;5.10;0.00;tripinfo_34;251.00;34;0;1499.45;0.90;0.00;55.81;DEFAULT_VEHTYPE;;2;27.00
298.00;-150275985#2_0;56.92;7.32;41.00;0.32;-240549301_0;5.10;0.00;tripinfo_44;257.00;44;0;1770.31;1.02;0.00;48.85;DEFAULT_VEHTYPE;;2;18.00
302.00;403882373_0;13.29;7.20;59.00;0.24;1150906866_0;5.10;0.00;tripinfo_58;243.00;58;1;1371.40;0.93;0.00;35.07;DEFAULT_VEHTYPE;;0;0.00
304.00;628755546#0_0;2.57;8.30;65.00;0.92;7682863#0_0;5.10;0.00;tripinfo_64;239.00;64;1;2486.54;1.10;0.00;33.77;DEFAULT_VEHTYPE;;1;5.00
305.00;-40598675#2_0;91.86;7.04;69.00;0.52;-70724346#3_0;5.10;0.00;tripinfo_84;236.00;84;0;1737.29;0.99;0.00;24.65;DEFAULT_VEHTYPE;;0;0.00
305.00;180156396#0_0;47.64;7.18;73.00;0.92;150275992#0_0;5.10;0.00;tripinfo_89;232.00;89;0;2072.36;0.96;0.00;19.61;DEFAULT_VEHTYPE;;0;0.00
307.00;231483312_0;63.73;8.08;15.00;0.40;-781650841_0;5.10;0.00;tripinfo_5;292.00;5;0;1915.34;1.01;0.00;46.79;DEFAULT_VEHTYPE;;2;11.00
307.00;628755546#0_0;9.87;10.02;67.00;0.28;159636083#2_0;0.20;0.00;tripinfo_76;240.00;76;1;2312.58;1.27;0.00;77.25;DEFAULT_VEHTYPE;;2;30.00
307.00;-244422544#1_0;3.86;7.51;268.00;0.24;-14362916#1_0;5.10;0.00;tripinfo_358;39.00;358;1;130.55;0.91;0.00;21.85;DEFAULT_VEHTYPE;;1;17.00
309.00;8382410#0_0;69.50;9.34;39.00;0.80;-654207127#5_0;5.10;0.00;tripinfo_35;270.00;35;0;1886.06;1.16;0.00;48.37;DEFAULT_VEHTYPE;;1;10.00
310.00;4392761#3_0;122.42;14.84;104.00;1.48;31518959#0_0;5.10;0.00;tripinfo_116;206.00;116;0;1573.72;1.09;0.00;34.46;DEFAULT_VEHTYPE;;1;2.00
310.00;15089551_0;44.47;7.56;224.00;1.80;4726679#0_0;5.10;0.00;tripinfo_285;86.00;285;0;632.10;1.02;0.00;10.03;DEFAULT_VEHTYPE;;0;0.00
310.00;220267105#4_0;40.07;7.58;232.00;0.16;70724346#0_0;5.10;0.00;tripinfo_322;78.00;322;0;559.52;0.97;0.00;8.30;DEFAULT_VEHTYPE;;0;0.00
311.00;-36786445#2_0;1.60;6.55;194.00;0.24;-8382447#4_0;5.10;0.00;tripinfo_258;117.00;258;1;526.54;0.92;0.00;47.96;DEFAULT_VEHTYPE;;2;33.00
312.00;137238867#2_0;12.16;7.66;29.00;0.72;400961625#0_0;5.10;0.00;tripinfo_24;283.00;24;0;2685.54;0.95;0.00;51.34;DEFAULT_VEHTYPE;;1;23.00
316.00;-4318228#2_0;265.98;7.51;172.00;0.96;27882429#0_0;5.10;0.00;tripinfo_232;144.00;232;0;780.65;0.94;0.00;43.66;DEFAULT_VEHTYPE;;1;27.00
321.00;945224009_0;20.88;9.20;173.00;0.60;4312572#0_0;5.10;0.00;tripinfo_220;148.00;220;0;1557.78;1.13;0.00;21.63;DEFAULT_VEHTYPE;;0;0.00
322.00;-4426076#2_0;56.03;7.75;103.00;0.68;13853659#0_0;5.10;0.00;tripinfo_131;219.00;131;0;1255.44;0.94;0.00;46.59;DEFAULT_VEHTYPE;;2;16.00
324.00;47446166_0;14.44;5.84;209.00;3.36;40493501#4_0;5.10;0.00;tripinfo_262;115.00;262;0;718.16;0.85;0.00;12.99;DEFAULT_VEHTYPE;;0;0.00
324.00;307372339#0_0;27.84;8.32;247.00;1.60;875759960_0;5.10;0.00;tripinfo_320;77.00;320;0;751.69;1.05;0.00;8.91;DEFAULT_VEHTYPE;;0;0.00
324.00;290174551#1_0;5.51;6.78;268.00;1.72;150275999#0_0;5.10;0.00;tripinfo_349;56.00;349;0;312.90;0.93;0.00;9.32;DEFAULT_VEHTYPE;;0;0.00
326.00;31449007_0;69.16;6.49;83.00;0.36;-150276003#2_0;5.10;0.00;tripinfo_112;243.00;112;1;1541.48;0.91;0.00;31.07;DEFAULT_VEHTYPE;;1;1.00
327.00;-8382368#2_0;151.97;7.40;97.00;0.04;8140188#0_0;5.10;0.00;tripinfo_118;230.00;118;0;1718.14;1.04;0.00;29.48;DEFAULT_VEHTYPE;;1;4.00
329.00;628762074#0_0;45.23;8.85;92.00;0.72;972497141_0;0.69;0.00;tripinfo_99;237.00;99;0;1878.20;1.12;0.00;35.10;DEFAULT_VEHTYPE;;2;9.00
331.00;393494867_0;123.28;12.74;19.00;0.04;628755547#0_0;5.10;0.00;tripinfo_18;312.00;18;0;2399.95;0.96;0.00;42.29;DEFAULT_VEHTYPE;;2;11.00
331.00;1106583870_0;87.61;9.42;177.00;0.40;-220267247#1_0;5.10;0.00;tripinfo_230;154.00;230;0;1299.83;1.15;0.00;17.44;DEFAULT_VEHTYPE;;0;0.00
332.00;720012595#0_0;96.25;8.44;51.00;0.96;829968896#1_0;0.20;0.00;tripinfo_57;281.00;57;0;2147.45;1.04;0.00;32.54;DEFAULT_VEHTYPE;;1;1.00
332.00;399914534#0_0;72.38;7.63;284.00;0.40;4730651_0;5.10;0.00;tripinfo_380;48.00;380;0;367.63;1.06;0.00;5.79;DEFAULT_VEHTYPE;;0;0.00
333.00;8385415#1_0;276.30;8.43;200.00;0.60;62020117#0_0;5.10;0.00;tripinfo_270;133.00;270;0;1385.99;1.01;0.00;11.92;DEFAULT_VEHTYPE;;0;0.00
336.00;1083809476#0_0;72.33;6.05;114.00;0.32;150275992#0_0;5.10;0.00;tripinfo_144;222.00;144;0;1292.50;0.81;0.00;38.77;DEFAULT_VEHTYPE;;2;5.00
336.00;-31431101#5_0;17.82;7.69;126.00;0.48;524150338#0_0;5.10;0.00;tripinfo_166;210.00;166;0;1044.23;0.96;0.00;77.83;DEFAULT_VEHTYPE;;3;52.00
339.00;433333438#0_0;23.51;7.03;143.00;0.08;4730633#0_0;5.10;0.00;tripinfo_186;196.00;186;0;945.65;0.87;0.00;70.21;DEFAULT_VEHTYPE;;3;43.00
340.00;-13853659#0_0;30.86;5.79;191.00;0.88;159636082_0;0.20;0.00;tripinfo_246;149.00;246;0;861.43;1.09;0.00;48.19;DEFAULT_VEHTYPE;;2;14.00
340.00;-654207127#3_0;12.67;1.92;250.00;0.92;-654207122_0;0.20;0.00;tripinfo_339;90.00;339;0;219.80;1.13;0.00;19.79;DEFAULT_VEHTYPE;;0;0.00
342.00;7682875_0;112.41;9.19;234.00;2.16;1287393211#3_0;5.10;0.00;tripinfo_297;108.00;297;0;704.98;1.13;0.00;32.18;DEFAULT_VEHTYPE;;1;17.00
344.00;150275991#0_0;27.02;7.40;242.00;4.96;244422544#0_0;5.10;0.00;tripinfo_307;102.00;307;0;634.72;0.90;0.00;14.93;DEFAULT_VEHTYPE;;0;0.00
345.00;-803266531#0_0;16.68;6.61;59.00;0.56;-31519076#1_0;5.10;0.00;tripinfo_77;286.00;77;0;1450.44;0.90;0.00;60.14;DEFAULT_VEHTYPE;;2;21.00
345.00;-150275986#3_0;11.62;8.48;81.00;0.44;29023870#0_0;5.10;0.00;tripinfo_98;264.00;98;0;2569.12;1.02;0.00;27.68;DEFAULT_VEHTYPE;;0;0.00
345.00;939752205#4_0;41.32;7.68;83.00;0.12;14471542#1_0;0.97;0.00;tripinfo_104;262.00;104;0;2249.02;1.03;0.00;46.33;DEFAULT_VEHTYPE;;1;19.00
346.00;-31512978#2_0;0.20;6.84;130.00;0.28;8382391#0_0;5.10;0.00;tripinfo_176;216.00;176;0;2150.76;1.08;0.00;25.03;DEFAULT_VEHTYPE;;0;0.00
347.00;31459223#0_0;58.35;6.87;60.00;0.84;1264687285_0;0.20;0.00;tripinfo_78;287.00;78;0;1938.23;0.95;0.00;51.20;DEFAULT_VEHTYPE;;2;22.00
350.00;47426241#0_0;204.96;8.31;162.00;0.40;62020116#0_0;5.10;0.00;tripinfo_205;188.00;205;0;1714.40;1.09;0.00;29.89;DEFAULT_VEHTYPE;;0;0.00
351.00;31448937#0_0;69.76;8.03;115.00;3.28;628781006#3_0;5.10;0.00;tripinfo_151;236.00;151;1;1812.82;1.07;0.00;30.42;DEFAULT_VEHTYPE;;1;7.00
353.00;4726706#5_0;34.15;7.16;140.00;0.24;-8385415#0_0;0.20;0.00;tripinfo_183;213.00;183;0;1435.91;0.98;0.00;41.27;DEFAULT_VEHTYPE;;1;19.00
354.00;839709054_0;336.41;14.03;207.00;0.08;4730616#1_0;0.59;0.00;tripinfo_286;147.00;286;0;1198.24;1.05;0.00;32.78;DEFAULT_VEHTYPE;;0;0.00
355.00;945224009_1;20.88;9.58;113.00;0.24;36801004#0_0;5.10;0.00;tripinfo_133;242.00;133;0;3223.53;1.16;0.00;32.37;DEFAULT_VEHTYPE;;0;0.00
356.00;-7682866#3_0;24.10;7.36;47.00;0.76;14858868_0;5.10;0.00;tripinfo_42;309.00;42;0;3252.81;1.03;0.00;38.76;DEFAULT_VEHTYPE;;1;1.00
358.00;-31512978#2_0;0.20;4.64;117.00;0.36;-40493501#1_0;5.10;0.00;tripinfo_137;241.00;137;0;1609.19;0.92;0.00;31.43;DEFAULT_VEHTYPE;;1;4.00
359.00;307372339#0_1;27.84;8.16;117.00;0.64;-30324793_0;5.10;0.00;tripinfo_138;242.00;138;1;1515.97;1.00;0.00;58.33;DEFAULT_VEHTYPE;;2;25.00
360.00;-87286857_0;7.61;7.86;178.00;7.28;198077804#0_0;5.10;0.00;tripinfo_226;182.00;226;0;1355.80;1.03;0.00;28.88;DEFAULT_VEHTYPE;;2;2.00
361.00;119180322_0;109.44;8.02;126.00;0.32;17670100#2_0;5.10;0.00;tripinfo_169;235.00;169;1;1594.09;0.99;0.00;27.99;DEFAULT_VEHTYPE;;1;2.00
361.00;62020115#0_0;118.19;7.20;310.00;0.08;413722453#0_0;5.10;0.00;tripinfo_411;51.00;411;0;376.87;1.00;0.00;5.79;DEFAULT_VEHTYPE;;0;0.00
